abeierbianhuan 阿贝尔变换
dailizicejidejuyixi 带离子侧基的聚乙烯
dailianjieqidedianlan 带连接器的电缆
dailiecaodebiandianlan 带裂槽的扁电缆
daimabiaozhixian 代码标志线
daimachuangkou 代码窗口
daimamuban 代码模板
dainiuguanshichuxianqidejiaozhiji 带扭管式储线器的绞制机
daipanfangwanbaojingzhuangzhi 带盘放完报警装置
daipanzhuangyunche 带盘装运车
daiqiedaodeguanggun 带切刀的光辊
dairaobaobaodai 带绕包包带
dairaoshiqianyinlun 带绕式牵引轮
daishibiaozhi 带式标志
daishibiaozhiqi 带式标志器
daishiguanglanjiaozhiji 带式光缆绞制机
daishijiaozhuji 带式浇铸机
daishilvdaiqianyinzhuangzhi 带式履带牵引装置
daishiqianyinlun 带式牵引轮
daishiyinziji 带式印字机
daishizhangliqianyinlun 带式张力牵引轮
daishizhidongqi 带式制动器
daishizhixianxingqianyinlun 带式直线型牵引轮
daisuliaocebandexianpan 带塑料侧板的线盘
daitiao 带条
daitiaoxingbiaozhi 带条形标志
daitiaoxingbiaozhiji 带条形标志机
daitong 带铜
daitongzhoudianlandetanshiqi 带同轴电缆的探示器
daixidianyacankao 带隙电压参考
daixuanzhuantoudejiaozhiji 带旋转头的绞制机
daiyongcailiao 代用材料
daiyoubaohuzhuangzhidefenxianjiexianhe 带有保护装置的分线接线盒
daiyouchasaidedianhuaruanxian 带有插塞的电话软线
daiyouchasaihechazuodedianhuaruanxian 带有插塞和插座的电话软线
daiyoudiyabaojingjiediandeyouyaji 带有低压报警接点的油压计
daiyoudiandaotideshujingguanglan 带有电导体的竖井光缆
daiyoudiandaotidetianhuabangecengguanglan 带有电导体的天花板隔层光缆
daiyoudonglunshisudukongzhibidelaxianji 带有动轮式速度控制臂的拉线机
daiyoufeilengliucailiaodezhongduan 带有非冷流材料的终端
daiyouhuomeiyoulaxianmodejingpanchengquanji 带有或没有拉线模的静盘成圈机
daiyoujixieshoudezidongshuangpanshouxianzhuangzhi 带有机械手的自动双盘收线装置
daiyoujiaochahunjiaoqideshuangjiaoji 带有交叉混绞器的双绞机
daiyoujingpanchengquanshouxianzhuangzhidelaxianji 带有静盘成圈收线装置的拉线机
daiyoumoyacebandexianpan 带有模压侧板的线盘
daiyoushousuoxianpandechengquanji 带有收缩线盘的成圈机
daiyoushuangzhuzhijiadelishijichuji 带有双柱支架的立式挤出机
daiyoutongxindaohuandeganshimomianzhiliji 带有同心刀环的干式模面制粒机
daiyoutuixiandaodeqianyinlun 带有推线刀的牵引轮
daiyoutuixianhuandeqianyinlun 带有推线环的牵引轮
daiyouzhendongzhuangzhideshuangjiaoji 带有振动装置的双绞机
daiyouzhongxinguanchuxianqidejiaozhiji 带有中心管储线器的绞制机
daiyouzhongxintongxinguangxiandequanhejindaoxian 带有中心通信光纤的全合金导线
daiyuzhichatoudedianlan 带预制插头的电缆
daizhuangdaoti 带状导体
daizhuangdaoxian 带状导线
daizhuangduoxindianlan 带状多芯电缆
daizhuangguanglan 带状光缆
daizhuangguangxian 带状光纤
daizhuangguangxianlanxinkaicaoxingguanglan 带状光纤缆芯开槽型光缆
daizhuangguangxianrugujiacaoshi 带状光纤入骨架槽式
daizhuangguangxiantufuta 带状光纤涂覆塔
daizhuangkuixian 带状馈线
daizhuangneidaotiweitongzhoudianlan 带状内导体微同轴电缆
daizhuixingketiaotongtidejiyongxianpan 带锥形可调筒体的机用线盘
daizichengxingqi 带子成型器
daizidieheqi 带子叠合器
daiziduanlie 带子断裂
daiziraobao 带子绕包
daiziraobaojiao 带子绕包角
daizizhangli 带子张力
daizizhanglikongzhi 带子张力控制
daizizongbaoshebei 带子纵包设备
danbanshengchan 单班生产
danbanzhi 单班制
danbaocengguangxian 单包层光纤
danbeishuxianji 单倍束线机
danbidianqiao 单臂电桥
danbifanzhuanshifangxianzhuangzhi 单臂翻转式放线装置
danbolisibaoqibaoyuanxian 单玻璃丝包漆包圆线
dancaolunqianyinzhuangzhi 单槽轮牵引装置
dancaoshuanglunjixianji 单槽双轮挤线机
danceyinziji 单侧印字机
dancezhongduanyinxian 单侧终端引线
dancengbaofumotou 单层包覆模头
dancengbianzhipingbidianlan 单层编织屏蔽电缆
dancengbianzhishiwaidaotitongzhoudianlan 单层编织式外导体同轴电缆
dancengdianlan 单层电缆
dancengguntongqitoulaxianji 单层滚筒七头拉线机
dancenghuanchongguan 单层缓冲管
dancenghuanyangqibaoyuantongdiancixian 单层环氧漆包圆铜电磁线
dancengjichu 单层挤出
dancengjichushizijitou 单层挤出十字机头
dancengjiabandafanchuan 单层甲板大帆船
dancengjiaoxian 单层绞线
dancengkaizhuangdianlan 单层铠装电缆
dancengluoxuanxinggujiacao 单层螺旋形骨架槽
dancengraozu 单层绕组
dancengshi 单层式
dancengshijinshusibianzhiji 单层式金属丝编织机
dancengzhi 单层纸
dancengzhibaoyuantongdiancixian 单层纸包圆铜电磁线
danchanzajiguangqi 单掺杂激光器
danchengcijuanraoshiyan 单程次卷绕试验
dandaokaipidalaji 单道开坯大拉机
dandaolaxian 单道拉线
dandaolengquecao 单道冷却槽
dandaoti 单导体
dandianhulian 单点互联
dandianlanchuanshuxitong 单电缆传输系统
dandianlanzhi 单电缆制
dandianyuan 单电源
dandu 淡度
danduchuandongzhuangzhi 单独传动装置
dandupingbidedianlanxianxin 单独屏蔽的电缆线芯
danduandianlan 单段电缆
danduanjiaoxianji 单段绞线机
danduanshijichuji 单段式挤出机
danduijiaodianlan 单对绞电缆
dangendaoxian 单根导线
dangendianlanchuizhiranshaoceshi 单根电缆垂直燃烧测试
dangendianxianchuizhiranshaoceshi 单根电线垂直燃烧测试
dangong 单工
dangu 单股
danguanshisongtaoguanglan 单管式松套光缆
danguantongzhoudianlan 单管同轴电缆
danguanxitong 单管系统
danguishiyouyajian 单轨式油压剪
danhengmojiguangqi 单横模激光器
danhongse 淡红色
danhutao 单护套
danhutaodianlan 单护套电缆
danhuaguixianweibianzhiceng 氮化硅纤维编织层
danhuaguixianweibianzhidai 氮化硅纤维编织带
danhuaguixianweibianzhitaoguan 氮化硅纤维编织套管
danhuaguixianweijueyuanxian 氮化硅纤维绝缘线
danhualundaolanqi 单滑轮导缆器
danhuanbiaozhi 单环标志
danhuanxianghuilu 单幻象回路
danhuanxianghuilu 单幻像回路
danhuise 淡灰色
danjichuliji 单极处理机
danjidianji 单极电机
danjidianlu 单击电路
danjidianyunfagushifenliqi 单级电晕法鼓式分离器
danjigaoyazhiliushudianxianlu 单极高压直流输电线路
danjijiliangluogan 单级计量螺杆
danjijiaxiancaiyabianji 单机架线材压扁机
danjijiazhaji 单机架轧机
danjiliezhaji 单机列轧机
danjiweiliaoluogan 单级喂料螺杆
danjiwuqiongdaxitong 单机无穷大系统
danjieju 单节距
danjiejuchenglanji 单节距成缆机
danjiejujiaoxianji 单节距绞线机
danjiejushouxianji 单节距收线机
danjiejushouxianzhuangzhi 单节距收线装置
danjiejuxianzushuangjiaoji 单节距线组双绞机
danjinshuxian 单金属线
danjingjingangshi 单晶金刚石
danjingjingangshilaxianmo 单晶金刚石拉线模
danjingtianranzuanshimo 单晶天然钻石模
danjingzuanshimo 单晶钻石模
dankaicaoganshiguanglan 单开槽杆式光缆
dankaicaoxinguanglan 单开槽芯光缆
dankuixian 单馈线
danlianwantou 单联碗头
danlianwantouguaban 单联碗头挂板
danliuliangjigao 氮流量极高
danliusu 氮流速
danlulvqingtongzhuangzhimifenggaizhuangju 单路铝青铜装置密封盖装具
danlunhuoshuanglunqianyinzhuangzhi 单轮或双轮牵引装置
danlunqianyinzhuangzhi 单轮牵引装置
danluoganchuandongzhuangzhi 单螺杆传动装置
danluoganhunliaoji 单螺杆混料机
danluoganhunliaojichuji 单螺杆混料挤出机
danluoganjichuji 单螺杆挤出机
danluowenluogan 单螺纹螺杆
danmianjianceqi 单面检测器
danmianpingbidianlan 单面屏蔽电缆
danmodalaji 单模大拉机
danmoguangxian 单模光纤
danmoguangxianlianjieqi 单模光纤连接器
danmoguangxianouheqi 单模光纤耦合器
danmojiguangqi 单模激光器
danmokonglaxianji 单模孔拉线机
danmolasiji 单模拉丝机
danmolaxianji 单模拉线机
danmoxianweiguanglan 单模纤维光缆
danniu 单扭
danniujiaofa 单扭绞法
danpanchengquanji 单盘成圈机
danpanfangxianjia 单盘放线架
danpanfangxianzhuangzhi 单盘放线装置
danpanshouxianji 单盘收线机
danpanshouxianzhuangzhi 单盘收线装置
danpanyueduanfangxian 单盘越端放线
danpianchuliji 单片处理机
danpianjichengdianlu 单片集成电路
danpianjidanpianweixingjisuanji 单片机单片微型计算机
danpianmozhisuliao 单片模制塑料
danpianweixingkongzhiqi 单片微型控制器
danpianzhenhuaxueqixiangchenjifa 单偏振化学汽相沉积法
danpianzhenmobaochiguangxian 单偏振模保持光纤
danpinjiguangqi 单频激光器
danpingbidaoti 单屏蔽导体
danpingmianjiguangcejingyi 单平面激光测径仪
danpingmianquxiangunshijiaozhiqi 单平面曲线辊式矫直器
danqijiaolian 氮气交联
danqijiaolianzhuangzhi 氮气交联装置
danqilengquexitong 氮气冷却系统
danqirejiaohuanqi 氮气热交换器
danqixunhuanxitong 氮气循环系统
danqizhushexitong 氮气注射系统
danquankunzajia 单圈捆扎架
danquanshilaxiangulun 单圈式拉线鼓轮
dansaisheng 单塞绳
dansebiaozhi 单色标志
dansejueyuan 单色绝缘
dansetuxiangxinhaogongxianyuanli 单色图像信号共现原理
dansexian 单色线
danshabaoji 单纱包机
danshabaoqibaoxian 单纱包漆包线
danshabaoxian 单纱包线
danshafenghejueyuanxian 单纱缝合绝缘线
danshashuangsibao 单纱双丝包
danshudianlan 单束电缆
danshushujiao 单束束绞
danshushujiaoxianxin 单束束绞线芯
danshuangjiaofenxianban 单双绞分线板
danshuangjiejujiaoxianji 单双节距绞线机
danshuangniuju 单双扭距
danshuangtoulianxutuihuozhuangzhi 单双头连续退火装置
danshuangtouzhonglaji 单双头中拉机
dansibaoji 单丝包机
dansibaoxian 单丝包线
dansikaizhuangdianlan 单丝铠装电缆
dansiqibao 单丝漆包
dansitianchongwu 单丝填充物
dansixianzu 单四线组
dansixianzudianlan 单四线组电缆
dantidaoxiangqi 单体导向器
dantongdaoguanglan 单通道光缆
dantoubianzhiji 单头编织机
dantoudanweishizhibaoji 单头单位式纸包机
dantoudiandushebei 单头电镀设备
dantouduxishengchanxian 单头镀锡生产线
dantoulishifangxianjia 单头立式放线架
dantouraoxianji 单头绕线机
dantoureshuipenxi 单头热水喷洗
dantoureshuipenxizhuangzhi 单头热水喷洗装置
dantoushouxianzhuangzhi 单头收线装置
dantouwanquji 单头弯曲机
dantouwanxianji 单头弯线机
dantouzhaoxiangaobanyinziji 单头照相凹板印字机
danweibiaozhiqi 单位标志器
danweibiaozhixian 单位标识线
danweibuguizejiaohe 单位不规则绞合
danweifuhao 单位符号
danweijiayayali 单位加压压力
danweijiao 单位绞
danweijiaodianlan 单位绞电缆
danweijiegou 单位结构
danweiliyongxishu 单位利用系数
danweimianjizhongliang 单位面积重量
danweipingbiduijiaodianlan 单位屏蔽对绞电缆
danweirongliang 单位容量
danweishi 单位式
danweishichenglan 单位式成缆
danweishidianlan 单位式电缆
danweishiguanglan 单位式光缆
danweishiguangxianguanglan 单位式光纤光缆
danweishijiaohe 单位式绞合
danweishijiaohedianlan 单位式绞合电缆
danweishijiaolanji 单位式绞缆机
danweishijiegou 单位式结构
danweishishineihualan 单位式市内话缆
danweitijizhongliang 单位体积重量
danweixianshuraozhasheng 单位线束绕扎绳
danweizhongliang 单位重量
danweizhuangjirongliang 单位装机容量
danxian 单纤
danxiandui 单线对
danxianluogan 单线螺杆
danxianruansheng 单线软绳
danxiansaisheng 单线塞绳
danxianxianlu 单线线路
danxianxinlianjieqi 单纤芯连接器
danxianzhuoseshengchanxian 单纤着色生产线
danxianzhuosezhuangzhi 单纤着色装置
danxianzushuangjiaoji 单线组双绞机
danxiangcemiangongshuicao 单向侧面供水槽
danxiangchenglanzhuangzhi 单向成缆装置
danxiangdaoxian 单向导线
danxiangdiandubiao 单相电度表
danxiangdianya 单相电压
danxiangdongquanhuatong 单向动圈话筒
danxiangguaqishiyan 单向刮漆试验
danxiangguaqishiyanji 单向刮漆试验机
danxiangguaqishiyanshebei 单向刮漆试验设备
danxiangjiaohe 单向绞合
danxiangjiaohefa 单向绞合法
danxiangjiaoliandianlantou 单相交联电缆头
danxiangnaiguashiyan 单向耐刮试验
danxiangraoxian 单向绕线
danxiangtongxinzhongxingxiandianlan 单相同心中性线电缆
danxiangziyuhuan 单向自愈环
danxiangzongxian 单向总线
danxindanxianxin 单芯单线芯
danxindianlan 单芯电缆
danxinguanglan 单芯光缆
danxinguanglanlianjieqi 单芯光缆连接器
danxinkuangwujueyuandianlan 单芯矿物绝缘电缆
danxinresuliaojueyuandianxian 单芯热塑料绝缘电线
danxinxinhaodianlan 单芯信号电缆
danxinzhongduantou 单芯终端头
danxing 单星
danxingjiaodianlan 单星绞电缆
danyanghuawu 氮氧化物
danyangjueyuan 丹阳绝缘
danyinrushijietouhe 单引入式接头盒
danyonghuxitong 单用户系统
danyuanduan 单元段
danyuanguanliceng 单元管理层
danyuanzengyinduan 单元增音段
danyuanzuhezhuangzhi 单元组合装置
danzhengqijiaolianfa 氮蒸汽交联法
danzhijiaxuanbishifuraoji 单支架悬臂式复绕机
danzhoushixiancaimoguangji 单轴式线材磨光机
danzhubaochuang 单柱刨床
danzhuangtaoguan 单装套管
danzongmo 单纵模
dangdingqijia 挡锭器架
dangfenghuan 挡风环
danggan 挡杆
danggeluowen 挡隔螺纹
danghuodai 挡火带
dangju 档距
dangshuiceng 挡水层
dangshuidai 挡水带
dangshuihunhewu 挡水混合物
dangshuixingneng 挡水性能
dangyoubandang 挡油板档
dangyouquan 挡油圈
daoanquandidai 岛安全地带
daoban 导板
daobo 导波
daocilv 导磁率
daocixingneng 导磁性能
daodanjingzhijiadianlan 导弹井支架电缆
daodixianguige 导地线规格
daodiancailiao 导电材料
daodianceng 导电层
daodiangao 导电膏
daodiangeliceng 导电隔离层
daodianhutaotongzhoudianlan 导电护套同轴电缆
daodianhuan 导电环
daodianjuanzhi 导电聚氨酯
daodianjuhewu 导电聚合物
daodianmifengcailiao 导电密封材料
daodianqi 导电漆
daodianqiti 导电气体
daodianshui 导电水
daodiantanxianwei 导电碳纤维
daodiantaoci 导电陶瓷
daodianti 导电体
daodiantianjiaji 导电添加剂
daodianxianweibu 导电纤维布
daodianxianweicailiao 导电纤维材料
daodianxianxin 导电线芯
daodianxiangjiao 导电橡胶
daodianxing 导电性
daodianyonglv 导电用铝
daodianyongtong 导电用铜
daogan 导杆
daoguashidianlanzhongduantou 倒挂式电缆终端头
daoguashizhongduanhe 倒挂式终端盒
daogui 导轨
daogun 导辊
daohuan 导环
daohuandaoxianhuan 导环导线环
daohuanwanchengshijian 倒换完成时间
daojichuandeshijian 到击穿的时间
daojiaoxieqieji 倒角斜切机
daojurenmo 刀具刃磨
daojuyanmoji 刀具研磨机
daokaiguan 刀开关
daolangou 导缆钩
daolanqian 导缆钳
daolengzhuangzhi 倒棱装置
daolinxianingfa 道林夏宁法
daoliugoujian 导流构件
daolun 导轮
daolunzu 导轮组
daona 导纳
daopin 导频
daorao 倒绕
daoreti 导热体
daorexishu 导热系数
daorenhoudu 刀刃厚度
daosigou 导丝钩
daotianquanceshi 导体安全测试
daoticailiao 导体材料
daotichangqiang 导体场强
daoticunqufa 导体存取法
daotidanwei 导体单位
daotidianzudaoxiandianzu 导体电阻导线电阻
daotijiagu 导体夹箍
daotijiegou 导体结构
daotijueyuan 导体绝缘
daotineilenggaoyadianlidianlan 导体内冷高压电力电缆
daotipingbi 导体屏蔽
daotipingbidianlan 导体屏蔽电缆
daotiraozadai 导体绕扎带
daotishudaotigenshu 导体数导体根数
daotisunhao 导体损耗
daotitidu 导体梯度
daotiwendu 导体温度
daotixingzhuang 导体形状
daoweizhuangzhi 导卫装置
daoxianbuchang 导线补偿
daoxiandanweichangdudezongfuzai 导线单位长度的总负载
daoxiandejinya 导线的紧压
daoxiandeyasuo 导线的压缩
daoxianduan 导线端
daoxianduangu 导线断股
daoxianduanlie 导线断裂
daoxianduididianya 导线对地电压
daoxianfangzhenchui 导线防震锤
daoxianfubing 导线覆冰
daoxianganyingjiare 导线感应加热
daoxianguan 导线管
daoxianhuchui 导线弧垂
daoxianhuanwei 导线换位
daoxianjiandianya 导线间电压
daoxianjiange 导线间隔
daoxianjianju 导线间距
daoxianjianjubufuheguiding 导线间距不符合规定
daoxianjiaocha 导线交叉
daoxianjiaohe 导线绞合
daoxianjiebing 导线结冰
daoxianjietouxianjia 导线接头线夹
daoxianlianjie 导线连接
daoxianqingxicao 导线清洗槽
daoxiansheji 导线设计
daoxianshoumingxunhuanchengbenfenxi 导线寿命循环成本分析
daoxianshu 导线束
daoxiantongguanluowen 导线铜管螺纹
daoxiantuse 导线涂色
daoxianwendu 导线温度
daoxianzhangchitiaojieqi 导线张弛调节器
daoxianzhangli 导线张力
daoxianzhijing 导线直径
daoxianzhongduanzhajie 导线终端扎结
daoxianzhuanghuan 导线桩环
daoxianzukangceshiqi 导线阻抗测试器
daoxiangcao 导向槽
daoxiangduan 导向端
daoxianggulun 导向鼓轮
daoxianggun 导向辊
daoxianglun 导向轮
daoxiangzhuangzhi 导向装置
daoxiao 导销
daoyindianlan 导引电缆
daoyinguan 导引管
daoyinjueyuanxianxin 导引绝缘线芯
daoyinzhongxinguzi 导引中心孤子
daozha 刀闸
daozhagelikaiguan 刀闸隔离开关
daozhaqiehuan 刀闸切换
daozhuangjiegou 岛状结构
delilun 德里纶
deshixian 德石线
deyanghengye 德阳恒业
deyangzhongyuan 德阳中源
dengdianwei 等电位
dengdianweixiang 等电位箱
dengguangxianshikongzhi 灯光显示控制
dengjicedingqi 等级测定器
dengjialiuhua 等价硫化
dengjujuyixidianpian 等距聚乙烯垫片
denglizihanjie 等离子焊接
dengliziqiege 等离子切割
denglongzhuanglongqi 灯笼状隆起
dengludianlan 登陆电缆
dengshiyitaiwang 等时以太网
dengtoudianxian 灯头电线
dengtouxian 灯头线
dengwencuihuo 等温淬火
dengxianjietou 灯线接头
dengxiaochuanliandianzu 等效串联电阻
dengxiaogangdu 等效刚度
dengxiaojiedianchangshu 等效介电常数
dengxiaonianxingzuni 等效粘性阻尼
dengxiaozhi 等效值
dengzhibozukang 等值波阻抗
dengzhidangudaoxian 等值单股导线
dengzhixiangduikongqimidujiaozhengfa 等值相对空气密度校正法
dibanjiaredianlan 地板加热电缆
dibanpingmianzhuangpan 地板平面装盘
dibanyidongshijichuji 地板移动式挤出机
dibanyong 地板用
dibiaoaoxiandimianxiachen 地表凹陷地面下沉
dibupenshuiqi 底部喷水器
